subid,date,start_time,end_time,finished,mturkcode,characterL,characterR,condition,happy: characterL,depressed: characterL,fear: characterL,angry: characterL,calm: characterL,sounds: characterL,seeing: characterL,temperature: characterL,odors: characterL,depth: characterL,computations: characterL,thoughts: characterL,reasoning: characterL,remembering: characterL,beliefs: characterL,hungry: characterL,tired: characterL,pain: characterL,nauseated: characterL,safe: characterL,love: characterL,recognizing: characterL,communicating: characterL,guilt: characterL,disrespected: characterL,free_will: characterL,choices: characterL,self_restraint: characterL,intentions: characterL,goal: characterL,conscious: characterL,self_aware: characterL,desires: characterL,embarrassed: characterL,emo_recog: characterL,joy: characterL,morality: characterL,personality: characterL,pleasure: characterL,pride: characterL,CATCH: characterL,happy: characterR,depressed: characterR,fear: characterR,angry: characterR,calm: characterR,sounds: characterR,seeing: characterR,temperature: characterR,odors: characterR,depth: characterR,computations: characterR,thoughts: characterR,reasoning: characterR,remembering: characterR,beliefs: characterR,hungry: characterR,tired: characterR,pain: characterR,nauseated: characterR,safe: characterR,love: characterR,recognizing: characterR,communicating: characterR,guilt: characterR,disrespected: characterR,free_will: characterR,choices: characterR,self_restraint: characterR,intentions: characterR,goal: characterR,conscious: characterR,self_aware: characterR,desires: characterR,embarrassed: characterR,emo_recog: characterR,joy: characterR,morality: characterR,personality: characterR,pleasure: characterR,pride: characterR,CATCH: characterR,yob,gender,race_asian_east,race_asian_south,race_asian_other,race_black,race_hispanic,race_middle_eastern,race_native_american,race_pac_islander,race_white,race_other_prefno,religion_buddhism,religion_christianity,religion_hinduism,religion_islam,religion_jainism,religion_judaism,religion_sikhism,religion_other,religion_none,religion_prefno,feedback,display_order1,display_order2
R_1rxoXavzRtyJy8k,1/9/16,5:00:33 PM,5:06:01 PM,1,725102741,robot,beetle,robot_beetle,7,1,5,3,4,7,5,7,7,3,7,5,5,7,4,1,1,4,1,5,1,7,7,3,1,5,7,4,6,6,4,5,4,1,6,6,7,4,1,3,5,5,3,7,6,5,6,6,7,7,4,5,5,4,4,4,7,7,7,4,5,4,4,5,4,1,6,5,5,5,6,5,4,5,3,4,5,7,3,5,5,5,1981,1,,,,,,,,,1,,,,,,,,,,,1,,FL_10,14|2|27|7|39|4|21|5|28|42|13|11|35|41|23|32|10|25|40|36|20|18|34|30|12|6|19|31|37|17|3|26|22|16|29|15|9|24|38|8|1
R_2AZjaf8KoVYeI88,1/9/16,5:00:33 PM,5:06:02 PM,1,513673856,beetle,robot,beetle_robot,1,1,1,1,1,7,7,7,4,7,1,3,1,1,1,7,4,7,4,7,1,1,1,1,1,1,1,1,2,3,7,1,3,1,1,2,1,1,3,1,5,1,1,1,1,1,7,7,7,7,7,7,1,5,5,7,1,1,1,1,1,1,5,5,1,1,1,7,1,4,7,1,1,5,1,4,1,4,1,1,1,5,1984,1,,,,,,,,,1,,,,,,,,,,1,,"Difficult to say whether certain things are true of ""a robot"" when it comes to both behavior and ability, given that, within the limits of available technology, whether a robot can do something is up to the hardware and software given to it. Like, can ""a robot"" communicate, or sense smells, or even ""tell right from wrong""? I would say we have the *technology* to make a robot sense smells perfectly, communicate reasonably, and arguably to a degree tell right from wrong, but you could very easily make ""a robot"" that doesn't do any of those things at all... beetles are defined by their species, but robots are defined by how they're made, not what they do. ",FL_8,12|32|21|19|37|22|14|39|27|7|24|42|16|2|10|5|28|26|30|40|36|1|31|15|17|35|9|3|20|18|23|38|6|8|29|4|13|41|25|34|11
R_1nMWhaUcfinMkM4,1/9/16,5:02:03 PM,5:06:14 PM,1,723321725,robot,beetle,robot_beetle,4,4,5,7,2,5,6,7,2,7,5,7,4,7,7,4,7,4,2,7,5,7,7,4,5,6,5,5,6,7,6,3,5,7,6,7,2,6,6,6,5,6,2,7,7,7,7,4,5,2,7,6,7,6,7,2,1,5,4,5,6,4,5,6,7,5,2,7,7,4,4,3,6,6,7,6,7,6,2,4,5,5,198,2,,,,,,,,,1,,,1,,,,,,,,,no,FL_10,29|35|28|15|42|24|27|23|1|3|19|14|12|31|22|9|34|16|2|11|25|38|30|4|6|39|32|40|18|37|10|41|13|36|26|17|21|20|8|5|7
R_6fnikqcVe2hOdIR,1/9/16,5:00:00 PM,5:06:22 PM,1,173778002,beetle,robot,beetle_robot,1,1,4,4,5,6,6,7,6,1,1,1,1,1,1,7,7,7,1,5,1,4,4,1,1,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1989,1,1,,,,,,,,,,,,,,,,,,1,,,FL_8,41|22|29|15|25|2|32|16|8|36|6|31|26|28|35|17|20|39|12|24|30|18|42|11|7|37|38|23|21|9|5|4|3|13|27|1|10|34|40|19|14
R_3CJdCdybaR5gohh,1/9/16,5:01:39 PM,5:06:30 PM,1,294152957,robot,beetle,robot_beetle,1,1,1,1,1,4,4,4,1,4,7,1,4,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,4,4,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,2,6,7,4,6,6,2,2,4,2,1,6,2,2,1,2,1,2,4,1,1,4,4,2,4,6,2,2,2,1,1,2,1,2,2,2,5,1981,2,,,,,,,,,1,,,,,,,,,,1,,,FL_10,3|20|6|23|10|39|27|40|25|42|36|2|14|26|1|28|9|7|22|21|15|30|34|4|38|16|37|8|18|29|13|19|12|11|35|24|17|5|41|32|31
R_3Mic7gKVCXI6h2p,1/9/16,5:03:21 PM,5:06:50 PM,1,418666959,robot,beetle,robot_beetle,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,1,7,1,1,7,7,7,1,7,1,1,1,1,1,7,1,7,7,1,1,7,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,5,1986,2,,,,,,,,,1,,,1,,,,,,,,,no,FL_10,8|35|25|6|16|22|23|27|15|38|3|42|41|30|19|34|7|18|4|1|13|9|17|12|39|10|29|21|11|40|24|31|5|20|28|37|26|36|2|14|32
R_1qV4zosOaNQQuhg,1/9/16,5:02:28 PM,5:06:54 PM,1,409172425,beetle,robot,beetle_robot,1,1,3,1,2,6,5,6,4,5,1,2,1,4,1,5,3,3,1,4,1,1,5,1,1,1,5,1,5,3,4,1,3,1,1,1,1,1,2,1,5,1,1,1,1,1,7,7,7,4,7,7,1,1,7,1,1,1,1,1,1,1,4,6,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1973,1,,,,,,,,,1,,,1,,,,,,,,,,FL_8,37|29|2|6|18|3|8|7|15|32|42|10|26|5|17|40|34|38|24|13|9|28|41|27|1|23|22|19|11|36|35|4|21|14|31|12|20|30|39|25|16
R_2z5DIimmozrMLuF,1/9/16,5:02:20 PM,5:06:56 PM,1,720208583,robot,beetle,robot_beetle,1,1,1,1,1,7,4,1,2,2,7,1,2,4,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,2,4,4,4,4,2,1,2,1,2,1,2,4,7,3,2,1,1,2,1,1,1,2,1,2,2,7,2,2,1,1,1,1,1,1,1,5,1972,2,,,,,,,,,1,,,1,,,,,,,,,,FL_10,38|12|42|32|41|37|23|20|10|3|16|28|22|40|13|25|5|24|34|39|27|14|30|29|7|11|8|36|4|9|6|35|15|26|19|2|21|17|1|31|18
R_2y4ySKvGZ9SufIp,1/9/16,5:00:20 PM,5:06:57 PM,1,894363484,beetle,robot,beetle_robot,1,1,7,1,1,7,4,7,7,7,1,7,1,7,1,7,7,7,7,7,7,1,7,1,1,7,7,5,7,7,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,5,1964,2,,,,,,,,,1,,,,,,,,,1,,,I enjoyed the study. I am not very educated on a beetle though I hope my opinions help your study.,FL_8,30|12|24|27|14|41|6|40|35|17|19|18|13|20|38|21|2|39|9|3|1|28|22|26|4|5|16|15|32|11|36|42|8|37|29|7|23|34|31|25|10
R_29cOD1yW3TQj8wB,1/9/16,5:03:19 PM,5:07:04 PM,1,859125280,robot,beetle,robot_beetle,1,1,1,1,1,3,1,3,4,1,6,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,5,3,1,3,1,2,6,6,4,3,3,1,1,4,6,1,7,1,5,1,3,3,1,4,1,1,2,3,1,3,5,7,1,3,1,1,3,1,2,3,1,5,1983,2,,,,,,,,,1,,,,,,,,,,1,,,FL_10,21|29|41|1|11|27|15|20|23|6|12|42|16|34|31|3|24|36|19|10|30|37|28|4|39|38|26|40|14|25|22|9|7|8|17|2|35|32|13|18|5
R_pt8dLAXo4kl1xRL,1/9/16,5:01:12 PM,5:07:06 PM,1,860500886,beetle,robot,beetle_robot,5,2,5,2,4,5,6,4,5,5,2,5,2,5,1,7,4,7,2,5,2,2,3,1,1,6,6,3,6,4,6,5,4,1,2,3,1,1,5,1,5,1,1,1,1,1,6,5,6,3,3,7,2,5,5,1,1,1,1,1,1,1,2,6,1,1,1,5,1,1,5,2,3,1,1,2,1,2,1,1,1,5,1986,1,1,,,,,,,,,,1,,,,,,,,,,Thank you for the chance to participate. ,FL_8,30|8|4|9|20|27|31|36|12|39|23|19|22|37|6|34|18|14|7|16|10|40|38|3|21|2|25|28|32|29|35|11|26|42|1|24|5|13|41|17|15
R_1K7izfWHVOnwiLk,1/9/16,5:01:12 PM,5:07:09 PM,1,205801308,beetle,robot,beetle_robot,2,1,7,3,7,7,7,7,7,7,1,7,1,1,1,7,7,7,2,4,1,2,7,1,1,7,7,1,7,1,2,7,7,1,1,3,1,7,7,1,5,1,1,1,1,1,7,7,7,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1970,2,,,,,,,,,1,,,1,,,,,,,,,No,FL_8,10|36|12|20|25|17|9|41|32|24|37|35|19|6|42|22|3|7|34|5|26|18|4|27|15|23|1|39|11|14|8|28|16|2|40|29|13|38|21|30|31
R_1JIyaKBKJGk73t0,1/9/16,5:02:09 PM,5:07:13 PM,1,231724472,beetle,robot,beetle_robot,5,3,7,6,7,7,7,7,7,7,1,6,7,6,3,7,7,7,4,7,6,4,7,3,2,7,7,4,7,7,7,7,5,4,7,5,5,4,7,3,5,1,1,1,1,1,7,7,7,7,7,7,1,5,4,1,1,1,1,1,1,1,7,7,1,1,3,4,4,1,7,1,3,1,1,3,1,4,2,1,1,5,1992,1,,,,,1,,,,,,,,,,,,,,1,,,FL_8,2|36|38|24|35|26|29|1|13|37|31|16|18|30|3|19|15|12|21|23|34|5|6|41|40|20|32|9|27|25|11|42|22|8|10|7|14|28|39|4|17
R_2SdwLZYxW56kqnF,1/9/16,5:01:37 PM,5:07:20 PM,1,826341477,robot,beetle,robot_beetle,2,3,4,1,2,6,6,5,5,4,5,2,4,5,5,4,2,1,1,2,2,5,4,2,2,1,5,3,3,5,3,2,1,3,1,2,4,5,1,2,5,5,5,5,5,6,6,5,5,7,5,1,5,5,5,4,6,5,6,6,6,6,6,5,5,6,6,6,5,5,6,5,5,6,5,5,6,5,6,5,5,5,1977,1,,,,,,,,,1,,,1,,,,,,,,,none,FL_10,28|11|31|41|19|23|38|34|36|12|22|39|2|27|42|9|21|24|26|35|13|15|30|16|14|3|10|18|40|4|6|7|8|1|20|5|37|29|17|25|32
R_RIzrc93TxWnGvhn,1/9/16,5:04:20 PM,5:07:21 PM,1,243220247,robot,beetle,robot_beetle,3,5,4,1,3,3,5,4,6,2,4,4,4,7,2,5,6,5,3,3,3,5,4,2,6,2,6,6,5,2,2,5,4,1,3,3,2,5,5,5,5,2,4,3,5,2,4,3,2,4,4,1,3,3,3,3,4,5,3,3,2,1,4,2,3,3,2,4,4,5,3,3,3,2,4,4,3,2,3,3,4,5,1986,1,,,,,,,,,1,,,,,,,,,,1,,,FL_10,7|27|26|29|14|22|31|36|13|20|11|24|12|5|41|1|39|23|2|3|28|8|25|19|16|40|17|18|35|38|9|21|34|10|32|30|6|4|37|42|15
R_2fya1zApeVkVWPc,1/9/16,5:03:48 PM,5:07:22 PM,1,424956739,beetle,robot,beetle_robot,1,1,6,1,1,4,7,3,1,1,7,1,1,6,1,1,1,1,2,7,1,6,5,1,1,1,5,1,1,3,1,2,1,1,2,1,2,1,1,4,5,3,1,1,3,5,6,2,7,6,6,2,2,2,4,1,7,6,6,1,1,2,4,4,1,1,4,2,1,4,4,3,1,5,1,2,2,1,2,5,2,5,1984,1,1,,,,,,,,,,,1,,,,,,,,,n/a,FL_8,32|38|20|7|3|41|27|19|35|31|16|13|30|22|36|23|17|40|25|21|14|37|26|2|39|9|5|24|42|29|6|12|8|11|1|18|28|4|15|10|34
R_ALl0OJ6sfyirUI1,1/9/16,5:02:59 PM,5:07:27 PM,1,234509985,robot,beetle,robot_beetle,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,4,5,3,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1970,2,,,,,,,,,1,,,1,,,,,,,,,,FL_10,4|20|16|7|24|17|29|38|1|25|9|10|3|40|32|37|34|21|15|22|26|8|5|42|19|27|36|23|2|6|12|30|31|28|13|18|14|39|35|41|11
R_1ds35qdNghehoxB,1/9/16,5:01:00 PM,5:07:27 PM,1,125277615,robot,beetle,robot_beetle,1,1,1,1,1,4,4,4,1,7,7,3,1,4,1,1,1,1,1,1,1,4,4,1,1,1,4,1,4,1,1,1,1,1,1,1,4,2,1,1,5,1,1,4,2,2,5,7,7,5,5,1,1,1,3,1,7,5,7,4,6,1,3,3,1,1,7,7,3,4,5,3,1,3,1,1,1,1,1,4,1,5,1954,1,,,,,,,,,1,,,,,,,,,,1,,just curious if the robot could be programmed to have some of these characteristics. I answered like it couldn't.,FL_10,37|31|29|40|24|25|15|26|23|9|1|17|3|10|32|36|14|11|21|28|2|19|20|41|35|5|22|34|42|4|27|13|16|39|8|12|30|38|6|18|7
R_ykiYcfuSBd8psat,1/9/16,5:01:26 PM,5:07:32 PM,1,250043034,robot,beetle,robot_beetle,6,1,1,1,1,7,6,3,1,1,1,5,5,3,1,2,1,1,1,2,1,7,7,1,1,5,7,1,1,4,1,6,1,5,6,1,5,7,1,6,5,1,7,1,1,5,1,6,4,3,4,5,4,6,5,1,6,6,7,4,6,1,5,5,5,1,1,5,4,6,1,7,1,5,4,6,5,4,2,5,1,5,1986,2,,,,1,,,,,,,,,,,,,,,1,,no,FL_10,31|6|15|3|41|23|35|26|17|40|42|10|14|5|9|21|29|4|1|18|20|34|28|24|36|8|38|13|37|16|39|2|19|27|12|30|22|32|25|11|7
R_3rGoraYCI9MI5rt,1/9/16,5:04:02 PM,5:07:38 PM,1,749498075,robot,beetle,robot_beetle,4,4,4,4,4,7,7,6,6,6,7,4,6,6,5,3,3,3,2,4,4,6,7,4,4,4,5,4,5,6,4,5,4,3,5,4,5,6,4,5,5,4,2,4,2,5,7,7,7,7,6,2,4,1,5,3,7,6,5,3,4,2,2,5,2,2,7,4,3,6,6,7,5,4,1,3,3,3,1,4,2,5,1993,1,1,,,,,,,,,,,1,,,,,,,,,,FL_10,22|20|12|8|24|32|6|27|28|21|13|18|34|40|17|3|39|14|37|19|30|11|42|35|5|23|36|38|25|41|15|29|1|9|26|10|7|31|16|2|4
R_2SlhO2uD2vhJS7a,1/9/16,5:02:32 PM,5:07:40 PM,1,360816497,beetle,robot,beetle_robot,1,1,1,1,1,3,6,1,7,7,1,1,1,1,1,7,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,7,1,7,2,4,7,1,4,3,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,1,1,5,1955,1,,,,,1,,,,,,,1,,,,,,,,,,FL_8,16|37|9|15|10|19|18|40|7|3|11|2|23|32|6|5|30|12|26|31|14|1|17|35|8|29|22|28|25|41|21|27|39|42|20|38|4|34|13|36|24
R_1GPmUDegNBobYjP,1/9/16,5:03:09 PM,5:07:41 PM,1,243238668,beetle,robot,beetle_robot,7,4,6,7,6,7,6,6,7,6,1,7,6,5,4,6,6,7,6,6,6,5,2,5,3,7,7,4,7,6,6,7,7,3,6,7,6,7,6,6,5,1,1,1,1,7,7,6,7,3,3,7,3,1,7,4,1,1,1,1,1,1,7,7,1,1,1,7,6,6,7,2,1,1,1,3,1,7,3,1,1,5,1989,2,,,,1,,,,,,,,1,,,,,,,,,,FL_8,34|11|10|2|42|19|16|41|24|26|37|6|22|31|1|32|20|18|9|12|29|7|3|39|15|14|8|36|30|28|23|27|4|5|40|25|13|17|35|21|38
R_2qh3OvtMJ5aSESE,1/9/16,5:00:30 PM,5:07:45 PM,1,913012900,robot,beetle,robot_beetle,1,1,1,1,1,6,4,4,1,4,7,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,2,2,1,4,1,1,1,1,1,1,2,3,1,1,5,1,1,2,1,1,7,7,7,7,4,1,2,1,2,1,7,7,7,1,1,1,2,2,1,1,7,4,4,4,4,4,4,1,1,1,1,1,1,4,1,5,1990,2,,,,,,,,,1,,,,,,,,,,1,,,FL_10,38|6|32|2|11|10|15|26|16|28|3|19|42|30|27|7|37|12|41|36|18|21|35|40|13|17|9|22|29|25|1|20|39|4|5|31|23|24|34|8|14
R_3QWeVo9jG8LG63j,1/9/16,5:02:51 PM,5:08:07 PM,1,303600784,robot,beetle,robot_beetle,1,1,1,1,5,7,6,7,4,6,7,1,5,6,1,1,1,1,1,1,1,6,6,1,1,1,3,3,1,6,1,2,1,1,1,1,1,3,1,1,5,1,1,3,1,4,3,4,6,3,2,1,2,3,4,1,6,1,6,1,5,1,2,7,1,1,2,5,4,6,3,1,1,1,1,1,1,1,1,2,1,5,1987,1,,,,1,,,,,,,,,,,,,,,1,,"No problems, it's a good, easy survey with good pay.",FL_10,42|3|36|9|32|5|35|40|13|11|15|8|26|41|18|12|2|16|23|37|29|21|30|22|27|19|34|31|20|7|38|1|4|17|14|6|28|10|25|24|39
R_Aj0AQfHlh7lfzRT,1/9/16,5:04:48 PM,5:08:14 PM,1,354233634,beetle,robot,beetle_robot,1,1,4,1,4,3,7,4,7,4,4,1,2,3,1,7,2,3,1,4,1,2,6,1,1,1,4,1,4,7,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,4,7,2,3,7,1,1,1,1,1,1,1,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1967,1,,,,,,,,,1,,,1,,,,,,,,,,FL_8,4|16|12|22|5|27|20|25|1|31|32|29|35|36|23|19|41|8|15|37|26|30|3|24|17|10|2|14|6|13|42|40|28|7|11|21|9|18|34|39|38
R_AHu6TKqry6Q1LWh,1/9/16,5:03:26 PM,5:08:20 PM,1,234551711,beetle,robot,beetle_robot,4,4,3,6,6,7,7,7,6,7,3,6,5,4,1,7,6,7,7,4,3,6,7,1,1,2,5,1,6,6,4,4,3,1,1,5,1,2,4,1,5,1,1,1,1,1,7,7,1,2,1,7,1,4,7,1,1,1,1,1,1,1,7,7,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1964,1,,,,,,,,,1,,,,,,,,,,1,,,FL_8,20|2|16|3|7|29|28|8|19|5|14|18|17|35|34|13|42|31|25|11|30|40|26|21|15|10|41|27|37|23|1|6|22|38|4|12|36|24|32|39|9
R_6KizQeuJMUfbPa1,1/9/16,5:02:12 PM,5:08:37 PM,1,384615611,robot,beetle,robot_beetle,1,1,1,1,1,7,7,1,2,4,7,3,7,7,1,1,1,1,1,7,1,4,7,1,1,1,1,6,6,7,1,1,1,1,1,1,4,6,1,1,5,4,1,4,5,4,7,6,7,7,4,1,4,1,5,4,7,1,7,1,6,1,2,2,1,4,6,6,5,5,6,5,1,4,1,1,2,1,2,6,1,5,1971,2,,,,1,,,,,,,,,,,,,,,1,,No.,FL_10,20|39|12|9|16|37|18|14|42|15|28|17|2|35|36|24|31|4|32|22|3|41|21|19|26|27|40|25|38|8|6|23|7|29|11|1|10|5|34|13|30
R_111Q9JvToZNP1sD,1/9/16,5:03:46 PM,5:08:51 PM,1,779150408,beetle,robot,beetle_robot,3,1,5,3,3,6,6,7,7,5,2,1,2,5,2,7,6,7,5,6,2,3,6,1,2,5,6,3,4,6,5,5,4,1,3,3,2,2,3,2,5,1,1,1,1,1,6,6,6,3,5,7,1,6,5,1,1,6,1,1,1,1,6,6,1,1,2,6,3,1,5,3,2,1,1,1,1,3,2,1,1,5,United States,2,,,,,,,,,1,,,1,,,,,,,,,,FL_8,15|6|7|1|34|29|36|30|24|40|41|16|42|5|21|35|4|38|10|26|32|31|19|22|9|23|14|37|20|18|11|3|2|8|13|39|25|12|28|17|27
R_Zw304cJGi2wHipj,1/9/16,5:04:27 PM,5:09:13 PM,1,388026498,robot,beetle,robot_beetle,5,2,7,3,2,1,5,3,3,4,4,4,5,2,4,1,5,3,1,2,4,2,6,4,4,5,6,7,4,6,2,3,5,2,5,4,1,5,5,5,5,1,1,3,1,3,3,7,4,3,2,2,4,4,3,1,7,6,4,3,1,2,3,5,3,1,5,1,1,5,6,3,4,4,5,2,2,3,4,4,1,5,1989,1,,,,,,,,,1,,,1,,,,,,,,,,FL_10,26|16|20|11|32|42|24|41|36|39|10|19|14|17|2|9|18|15|28|21|22|37|12|5|30|29|40|25|6|13|3|7|27|23|8|1|34|38|35|4|31
R_31gAVm3GDxqLzpH,1/9/16,5:05:14 PM,5:09:29 PM,1,680060004,robot,beetle,robot_beetle,1,1,1,1,1,7,7,7,1,7,7,1,7,7,1,1,1,1,1,1,1,7,7,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,5,6,6,7,7,7,7,7,7,7,5,1,7,7,7,2,7,7,7,5,7,7,7,7,4,5,6,7,5,7,7,7,6,6,4,5,5,3,7,7,7,5,1978,1,,,,,,,,,1,,,1,,,,,,,,,,FL_10,27|15|2|18|16|30|22|11|21|19|25|38|20|26|5|29|8|17|10|4|14|42|1|39|41|6|40|12|9|3|36|35|7|37|28|34|32|23|13|31|24
R_2rVdrvefeHvLPIy,1/9/16,5:00:59 PM,5:09:34 PM,1,706811282,beetle,robot,beetle_robot,1,1,3,1,1,4,1,6,5,1,1,1,3,1,1,7,4,7,1,3,1,1,3,1,1,1,3,3,3,4,3,3,3,1,1,1,1,1,4,1,5,1,1,1,1,1,7,4,7,4,7,7,1,7,7,1,1,1,1,1,1,1,7,7,1,1,1,7,7,1,7,4,1,1,1,4,1,7,1,1,1,5,1972,2,,,,1,,,,,,,,1,,,,,,,,,Thanks!,FL_8,36|13|25|22|24|2|28|9|16|17|40|21|11|32|26|30|4|8|39|10|12|18|6|29|1|23|20|19|37|5|41|38|7|3|14|27|42|15|34|35|31
R_3q9yEhFjlpilENN,1/9/16,5:02:46 PM,5:09:38 PM,1,830433685,robot,beetle,robot_beetle,3,2,3,1,1,7,7,7,7,3,7,2,6,7,1,1,1,1,1,1,1,7,7,1,2,1,5,4,1,6,1,2,1,1,3,3,1,2,1,1,5,7,3,7,3,6,7,7,7,7,6,1,5,2,7,1,7,7,7,4,6,3,7,2,3,1,2,7,2,5,4,7,4,4,1,2,7,1,3,7,1,5,1970,1,,,,,1,,,,1,,,1,,,,,,,,,,FL_10,31|6|24|20|41|8|29|15|38|2|17|22|16|36|5|3|1|7|14|37|13|25|9|27|21|42|34|39|32|30|18|23|11|19|10|35|12|26|4|28|40
R_11YBop0wuXGVtD2,1/9/16,5:03:10 PM,5:09:39 PM,1,349796791,beetle,robot,beetle_robot,1,1,7,3,5,7,7,7,7,7,1,4,3,4,1,7,4,5,1,6,1,3,7,1,1,1,7,1,7,7,7,4,4,1,1,1,1,3,3,1,5,1,1,1,1,1,7,1,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,5,1987,2,,,,,,,,,1,,,,,,,,,,1,,,FL_8,6|1|38|32|3|9|17|41|2|35|11|15|25|29|28|14|26|37|23|31|40|13|34|30|24|27|36|18|20|4|42|7|16|10|21|12|19|5|22|8|39
R_3QK2a6iKeYiIeQC,1/9/16,5:06:39 PM,5:09:44 PM,1,953249193,beetle,robot,beetle_robot,5,4,5,6,5,4,6,5,6,6,4,6,6,6,6,3,3,3,4,4,6,7,6,2,3,6,6,5,6,6,5,6,6,3,6,6,4,6,3,7,5,1,1,2,1,1,1,6,1,1,4,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,6,1,2,1,1,1,1,1,5,1,5,5,1994,2,,,,1,,,,,1,,,,,,,,,,1,,Nothing further to add.,FL_8,29|32|3|5|20|38|4|9|14|18|30|40|25|15|7|13|28|42|26|19|1|11|6|36|34|22|31|27|10|41|35|39|21|24|12|37|16|17|8|2|23
R_3HprsMrqyk26yiZ,1/9/16,5:06:31 PM,5:09:54 PM,1,217663216,robot,beetle,robot_beetle,1,1,1,1,1,1,1,1,1,1,7,3,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,7,7,1,7,1,2,1,1,1,7,7,7,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1991,1,,,,,,,,,1,,,,,,,,,,1,,,FL_10,20|35|5|38|8|27|2|28|17|11|36|39|23|12|32|29|4|26|42|30|13|19|40|14|34|22|1|3|7|31|24|6|9|41|15|25|16|18|10|37|21
R_u1uBAcXHLE9ejrr,1/9/16,5:05:46 PM,5:09:57 PM,1,179991937,beetle,robot,beetle_robot,7,4,7,7,7,7,7,7,6,7,1,7,5,4,1,7,7,7,5,6,5,5,2,4,2,7,7,1,5,7,7,7,7,1,3,7,1,5,7,3,5,1,1,1,1,1,7,7,7,7,7,7,1,5,7,1,1,1,1,1,1,1,7,7,1,1,1,4,1,1,7,1,2,1,1,1,2,1,3,2,1,5,1974,1,,,,,,,,,1,,,1,,,,,,,,,,FL_8,32|26|40|37|18|7|6|34|1|24|36|42|21|31|41|14|39|38|19|29|8|23|10|25|3|27|13|16|4|22|20|17|9|2|28|35|15|5|30|12|11
R_7VEu99C3Iv0JUGd,1/9/16,5:05:36 PM,5:10:10 PM,1,291422731,robot,beetle,robot_beetle,1,1,1,1,1,7,6,7,6,6,7,1,1,6,1,1,1,1,1,1,1,6,4,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,5,1,1,2,1,2,4,5,5,6,3,1,1,1,2,1,5,5,5,2,2,1,1,1,1,1,4,4,2,1,6,3,3,1,1,1,1,1,1,2,1,5,1965,1,,,,,,,,,1,,,,,,,,,,1,,,FL_10,30|14|8|25|16|6|3|34|21|35|22|10|36|19|24|41|37|9|39|12|2|26|5|38|29|27|15|1|11|42|23|7|32|17|31|40|28|13|18|4|20
